pfaf_id,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration
112115,0.0,0.0,0.0,0.0,0
112116,0.0,0.0,0.0,0.0,0
112117,0.0,0.0,0.0,0.0,0
112118,0.0,0.0,0.0,0.0,0
112119,0.0,0.0,0.0,0.0,0
112120,0.0,0.0,0.0,0.0,0
112130,0.0,0.0,0.0,0.0,0
112140,0.0,0.0,0.0,0.0,0
112150,0.0,0.0,0.0,0.0,0
112160,0.0,0.0,0.0,0.0,0
112170,0.0,0.0,0.0,0.0,0
112180,0.0,0.0,0.0,0.0,0
112190,0.0,0.0,0.0,0.0,0
112200,0.0,0.0,0.0,0.0,0
112300,0.0,0.0,0.0,0.0,0
112400,0.0,0.0,0.0,0.0,0
112500,0.0,0.0,0.0,0.0,0
112600,0.0,0.0,0.0,0.0,0
112700,0.0,0.0,0.0,0.0,0
112801,0.0,0.0,0.0,0.0,0
112802,0.0,0.0,0.0,0.0,0
112803,0.0,0.0,0.0,0.0,0
112804,0.0,0.0,0.0,0.0,0
112805,0.0,0.0,0.0,0.0,0
112806,0.0,0.0,0.0,0.0,0
112807,0.0,0.0,0.0,0.0,0
112808,0.0,0.0,0.0,0.0,0
112809,0.0,0.0,0.0,0.0,0
112901,0.0,0.0,0.0,0.0,0
112902,0.0,0.0,0.0,0.0,0
112903,0.0,0.0,0.0,0.0,0
112904,0.0,0.0,0.0,0.0,0
112905,0.0,0.0,0.0,0.0,0
112906,0.0,0.0,0.0,0.0,0
112907,0.0,0.0,0.0,0.0,0
112908,0.0,0.0,0.0,0.0,0
112909,0.0,0.0,0.0,0.0,0
113000,0.0,0.0,0.0,0.0,0
114001,0.0,0.0,0.0,0.0,0
114002,0.0,0.0,0.0,0.0,0
114100,0.0,0.0,0.0,0.0,0
114210,0.0,0.0,0.0,0.0,0
114221,0.0,0.0,0.0,0.0,0
114222,0.0,0.0,0.0,0.0,0
114223,0.0,0.0,0.0,0.0,0
114224,0.0,0.0,0.0,0.0,0
114225,0.0,0.0,0.0,0.0,0
114226,0.0,0.0,0.0,0.0,0
114227,0.0,0.0,0.0,0.0,0
114228,0.0,0.0,0.0,0.0,0
114229,0.0,0.0,0.0,0.0,0
114230,0.0,0.0,0.0,0.0,0
114240,0.0,0.0,0.0,0.0,0
114250,0.0,0.0,0.0,0.0,0
114260,0.0,0.0,0.0,0.0,0
114270,0.0,0.0,0.0,0.0,0
114281,0.0,0.0,0.0,0.0,0
114282,0.0,0.0,0.0,0.0,0
114283,0.0,0.0,0.0,0.0,0
114284,0.0,0.0,0.0,0.0,0
114285,0.0,0.0,0.0,0.0,0
114286,0.0,0.0,0.0,0.0,0
114287,0.0,0.0,0.0,0.0,0
114288,0.0,0.0,0.0,0.0,0
114289,0.0,0.0,0.0,0.0,0
114290,0.0,0.0,0.0,0.0,0
114300,0.0,0.0,0.0,0.0,0
114410,0.0,0.0,0.0,0.0,0
114411,0.0,0.0,0.0,0.0,0
114412,0.0,0.0,0.0,0.0,0
114413,0.0,0.0,0.0,0.0,0
114414,0.0,0.0,0.0,0.0,0
114415,0.0,0.0,0.0,0.0,0
114416,0.0,0.0,0.0,0.0,0
114417,0.0,0.0,0.0,0.0,0
114418,0.0,0.0,0.0,0.0,0
114419,0.0,0.0,0.0,0.0,0
114420,0.0,0.0,0.0,0.0,0
114430,0.0,0.0,0.0,0.0,0
114441,0.0,0.0,0.0,0.0,0
114442,0.0,0.0,0.0,0.0,0
114443,0.0,0.0,0.0,0.0,0
114444,0.0,0.0,0.0,0.0,0
114445,0.0,0.0,0.0,0.0,0
114446,0.0,0.0,0.0,0.0,0
114447,0.0,0.0,0.0,0.0,0
114448,0.0,0.0,0.0,0.0,0
114449,0.0,0.0,0.0,0.0,0
114450,0.0,0.0,0.0,0.0,0
114460,0.0,0.0,0.0,0.0,0
114470,0.0,0.0,0.0,0.0,0
114480,0.0,0.0,0.0,0.0,0
114490,0.0,0.0,0.0,0.0,0
114500,0.0,0.0,0.0,0.0,0
114601,0.0,0.0,0.0,0.0,0
114602,0.0,0.0,0.0,0.0,0
114603,0.0,0.0,0.0,0.0,0
114604,0.0,0.0,0.0,0.0,0
114605,0.0,0.0,0.0,0.0,0
114606,0.0,0.0,0.0,0.0,0
114607,0.0,0.0,0.0,0.0,0
114608,0.0,0.0,0.0,0.0,0
114609,0.0,0.0,0.0,0.0,0
114701,0.0,0.0,0.0,0.0,0
114702,0.0,0.0,0.0,0.0,0
114703,0.0,0.0,0.0,0.0,0
114704,0.0,0.0,0.0,0.0,0
114705,0.0,0.0,0.0,0.0,0
114706,0.0,0.0,0.0,0.0,0
114707,0.0,0.0,0.0,0.0,0
114708,0.0,0.0,0.0,0.0,0
114709,0.0,0.0,0.0,0.0,0
114801,0.0,0.0,0.0,0.0,0
114802,0.0,0.0,0.0,0.0,0
114803,0.0,0.0,0.0,0.0,0
114804,0.0,0.0,0.0,0.0,0
114805,0.0,0.0,0.0,0.0,0
114806,0.0,0.0,0.0,0.0,0
114807,0.0,0.0,0.0,0.0,0
114808,0.0,0.0,0.0,0.0,0
114809,0.0,0.0,0.0,0.0,0
114910,0.0,0.0,0.0,0.0,0
114920,0.0,0.0,0.0,0.0,0
114931,0.0,0.0,0.0,0.0,0
114932,0.0,0.0,0.0,0.0,0
114933,0.0,0.0,0.0,0.0,0
114934,0.0,0.0,0.0,0.0,0
114935,0.0,0.0,0.0,0.0,0
114936,0.0,0.0,0.0,0.0,0
114937,0.0,0.0,0.0,0.0,0
114938,0.0,0.0,0.0,0.0,0
114939,0.0,0.0,0.0,0.0,0
114940,0.0,0.0,0.0,0.0,0
114950,0.0,0.0,0.0,0.0,0
114960,0.0,0.0,0.0,0.0,0
114970,0.0,0.0,0.0,0.0,0
114980,0.0,0.0,0.0,0.0,0
114990,0.0,0.0,0.0,0.0,0
115101,0.0,0.0,0.0,0.0,0
115102,0.0,0.0,0.0,0.0,0
115103,0.0,0.0,0.0,0.0,0
115201,0.0,0.0,0.0,0.0,0
115202,0.0,0.0,0.0,0.0,0
115203,0.0,0.0,0.0,0.0,0
115204,0.0,0.0,0.0,0.0,0
115205,0.0,0.0,0.0,0.0,0
115206,0.0,0.0,0.0,0.0,0
115207,0.0,0.0,0.0,0.0,0
115208,0.0,0.0,0.0,0.0,0
115209,0.0,0.0,0.0,0.0,0
115300,0.0,0.0,0.0,0.0,0
115410,0.0,0.0,0.0,0.0,0
115421,0.0,0.0,0.0,0.0,0
115422,0.0,0.0,0.0,0.0,0
115423,0.0,0.0,0.0,0.0,0
115424,0.0,0.0,0.0,0.0,0
115425,0.0,0.0,0.0,0.0,0
115426,0.0,0.0,0.0,0.0,0
115427,0.0,0.0,0.0,0.0,0
115428,0.0,0.0,0.0,0.0,0
115429,0.0,0.0,0.0,0.0,0
115430,0.0,0.0,0.0,0.0,0
115440,0.0,0.0,0.0,0.0,0
115451,0.0,0.0,0.0,0.0,0
115452,0.0,0.0,0.0,0.0,0
115453,0.0,0.0,0.0,0.0,0
115454,0.0,0.0,0.0,0.0,0
115455,0.0,0.0,0.0,0.0,0
115456,0.0,0.0,0.0,0.0,0
115457,0.0,0.0,0.0,0.0,0
115458,0.0,0.0,0.0,0.0,0
115459,0.0,0.0,0.0,0.0,0
115460,0.0,0.0,0.0,0.0,0
115470,0.0,0.0,0.0,0.0,0
115480,0.0,0.0,0.0,0.0,0
115490,0.0,0.0,0.0,0.0,0
115501,0.0,0.0,0.0,0.0,0
115502,0.0,0.0,0.0,0.0,0
115503,0.0,0.0,0.0,0.0,0
115504,0.0,0.0,0.0,0.0,0
115505,0.0,0.0,0.0,0.0,0
115506,0.0,0.0,0.0,0.0,0
115507,0.0,0.0,0.0,0.0,0
115508,0.0,0.0,0.0,0.0,0
115509,0.0,0.0,0.0,0.0,0
115601,0.0,0.0,0.0,0.0,0
115602,0.0,0.0,0.0,0.0,0
115603,0.0,0.0,0.0,0.0,0
115604,0.0,0.0,0.0,0.0,0
115605,0.0,0.0,0.0,0.0,0
115606,0.0,0.0,0.0,0.0,0
115607,0.0,0.0,0.0,0.0,0
115608,0.0,0.0,0.0,0.0,0
115711,0.0,0.0,0.0,0.0,0
115712,0.0,0.0,0.0,0.0,0
115713,0.0,0.0,0.0,0.0,0
115714,0.0,0.0,0.0,0.0,0
115715,0.0,0.0,0.0,0.0,0
115716,0.0,0.0,0.0,0.0,0
115717,0.0,0.0,0.0,0.0,0
115718,0.0,0.0,0.0,0.0,0
115719,0.0,0.0,0.0,0.0,0
115720,0.0,0.0,0.0,0.0,0
115730,0.0,0.0,0.0,0.0,0
115740,0.0,0.0,0.0,0.0,0
115750,0.0,0.0,0.0,0.0,0
115801,0.0,0.0,0.0,0.0,0
115802,0.0,0.0,0.0,0.0,0
115803,0.0,0.0,0.0,0.0,0
115804,0.0,0.0,0.0,0.0,0
115805,0.0,0.0,0.0,0.0,0
115806,0.0,0.0,0.0,0.0,0
115807,0.0,0.0,0.0,0.0,0
115808,0.0,0.0,0.0,0.0,0
115809,0.0,0.0,0.0,0.0,0
115900,0.0,0.0,0.0,0.0,0
116001,0.0,0.0,0.0,0.0,0
116002,0.0,0.0,0.0,0.0,0
116003,0.0,0.0,0.0,0.0,0
116004,0.0,0.0,0.0,0.0,0
116005,0.0,0.0,0.0,0.0,0
116006,0.0,0.0,0.0,0.0,0
116007,0.0,0.0,0.0,0.0,0
116008,0.0,0.0,0.0,0.0,0
116009,0.0,0.0,0.0,0.0,0
117000,0.0,0.0,0.0,0.0,0
117100,0.0,0.0,0.0,0.0,0
117101,0.0,0.0,0.0,0.0,0
117102,0.0,0.0,0.0,0.0,0
117103,0.0,0.0,0.0,0.0,0
117104,0.0,0.0,0.0,0.0,0
117105,0.0,0.0,0.0,0.0,0
117106,0.0,0.0,0.0,0.0,0
117107,0.0,0.0,0.0,0.0,0
117108,0.0,0.0,0.0,0.0,0
117109,0.0,0.0,0.0,0.0,0
117201,0.0,0.0,0.0,0.0,0
117202,0.0,0.0,0.0,0.0,0
117203,0.0,0.0,0.0,0.0,0
117204,0.0,0.0,0.0,0.0,0
117205,0.0,0.0,0.0,0.0,0
117206,0.0,0.0,0.0,0.0,0
117207,0.0,0.0,0.0,0.0,0
117208,0.0,0.0,0.0,0.0,0
117209,0.0,0.0,0.0,0.0,0
117300,0.0,0.0,0.0,0.0,0
117310,0.0,0.0,0.0,0.0,0
117320,0.0,0.0,0.0,0.0,0
117321,0.0,0.0,0.0,0.0,0
117322,0.0,0.0,0.0,0.0,0
117323,0.0,0.0,0.0,0.0,0
117324,0.0,0.0,0.0,0.0,0
117325,0.0,0.0,0.0,0.0,0
117326,0.0,0.0,0.0,0.0,0
117327,0.0,0.0,0.0,0.0,0
117328,0.0,0.0,0.0,0.0,0
117329,0.0,0.0,0.0,0.0,0
117331,0.0,0.0,0.0,0.0,0
117332,0.0,0.0,0.0,0.0,0
117333,0.0,0.0,0.0,0.0,0
117334,0.0,0.0,0.0,0.0,0
117335,0.0,0.0,0.0,0.0,0
117336,0.0,0.0,0.0,0.0,0
117337,0.0,0.0,0.0,0.0,0
117338,0.0,0.0,0.0,0.0,0
117339,0.0,0.0,0.0,0.0,0
117340,0.0,0.0,0.0,0.0,0
117341,0.0,0.0,0.0,0.0,0
117342,0.0,0.0,0.0,0.0,0
117343,0.0,0.0,0.0,0.0,0
117344,0.0,0.0,0.0,0.0,0
117345,0.0,0.0,0.0,0.0,0
117346,0.0,0.0,0.0,0.0,0
117347,0.0,0.0,0.0,0.0,0
117348,0.0,0.0,0.0,0.0,0
117349,0.0,0.0,0.0,0.0,0
117350,0.0,0.0,0.0,0.0,0
117360,0.0,0.0,0.0,0.0,0
117361,0.0,0.0,0.0,0.0,0
117362,0.0,0.0,0.0,0.0,0
117363,0.0,0.0,0.0,0.0,0
117364,0.0,0.0,0.0,0.0,0
117365,0.0,0.0,0.0,0.0,0
117366,0.0,0.0,0.0,0.0,0
117367,0.0,0.0,0.0,0.0,0
117368,0.0,0.0,0.0,0.0,0
117369,0.0,0.0,0.0,0.0,0
117370,0.0,0.0,0.0,0.0,0
117380,0.0,0.0,0.0,0.0,0
117390,0.0,0.0,0.0,0.0,0
117400,0.0,0.0,0.0,0.0,0
117410,0.0,0.0,0.0,0.0,0
117420,0.0,0.0,0.0,0.0,0
117430,0.0,0.0,0.0,0.0,0
117441,0.0,0.0,0.0,0.0,0
117442,0.0,0.0,0.0,0.0,0
117443,0.0,0.0,0.0,0.0,0
117444,0.0,0.0,0.0,0.0,0
117445,0.0,0.0,0.0,0.0,0
117446,0.0,0.0,0.0,0.0,0
117447,0.0,0.0,0.0,0.0,0
117448,0.0,0.0,0.0,0.0,0
117449,0.0,0.0,0.0,0.0,0
117450,0.0,0.0,0.0,0.0,0
117460,0.0,0.0,0.0,0.0,0
117470,0.0,0.0,0.0,0.0,0
117480,0.0,0.0,0.0,0.0,0
117490,0.0,0.0,0.0,0.0,0
117501,0.0,0.0,0.0,0.0,0
117502,0.0,0.0,0.0,0.0,0
117503,0.0,0.0,0.0,0.0,0
117504,0.0,0.0,0.0,0.0,0
117505,0.0,0.0,0.0,0.0,0
117506,0.0,0.0,0.0,0.0,0
117507,0.0,0.0,0.0,0.0,0
117508,0.0,0.0,0.0,0.0,0
117509,0.0,0.0,0.0,0.0,0
117610,0.0,0.0,0.0,0.0,0
117621,0.0,0.0,0.0,0.0,0
117622,0.0,0.0,0.0,0.0,0
117623,0.0,0.0,0.0,0.0,0
117624,0.0,0.0,0.0,0.0,0
117625,0.0,0.0,0.0,0.0,0
117626,0.0,0.0,0.0,0.0,0
117627,0.0,0.0,0.0,0.0,0
117628,0.0,0.0,0.0,0.0,0
117629,0.0,0.0,0.0,0.0,0
117630,0.0,0.0,0.0,0.0,0
117640,0.0,0.0,0.0,0.0,0
117650,0.0,0.0,0.0,0.0,0
117660,0.0,0.0,0.0,0.0,0
117670,0.0,0.0,0.0,0.0,0
117680,0.0,0.0,0.0,0.0,0
117690,0.0,0.0,0.0,0.0,0
117701,0.0,0.0,0.0,0.0,0
117702,0.0,0.0,0.0,0.0,0
117703,0.0,0.0,0.0,0.0,0
117704,0.0,0.0,0.0,0.0,0
117705,0.0,0.0,0.0,0.0,0
117706,0.0,0.0,0.0,0.0,0
117707,0.0,0.0,0.0,0.0,0
117708,0.0,0.0,0.0,0.0,0
117709,0.0,0.0,0.0,0.0,0
117801,0.0,0.0,0.0,0.0,0
117802,0.0,0.0,0.0,0.0,0
117803,0.0,0.0,0.0,0.0,0
117804,0.0,0.0,0.0,0.0,0
117805,0.0,0.0,0.0,0.0,0
117806,0.0,0.0,0.0,0.0,0
117807,0.0,0.0,0.0,0.0,0
117808,0.0,0.0,0.0,0.0,0
117809,0.0,0.0,0.0,0.0,0
117911,0.0,0.0,0.0,0.0,0
117912,0.0,0.0,0.0,0.0,0
117913,0.0,0.0,0.0,0.0,0
117914,0.0,0.0,0.0,0.0,0
117915,0.0,0.0,0.0,0.0,0
117916,0.0,0.0,0.0,0.0,0
117917,0.0,0.0,0.0,0.0,0
117918,0.0,0.0,0.0,0.0,0
117919,0.0,0.0,0.0,0.0,0
117920,0.0,0.0,0.0,0.0,0
117930,0.0,0.0,0.0,0.0,0
117940,0.0,0.0,0.0,0.0,0
117950,0.0,0.0,0.0,0.0,0
117960,0.0,0.0,0.0,0.0,0
117970,0.0,0.0,0.0,0.0,0
117980,0.0,0.0,0.0,0.0,0
117990,0.0,0.0,0.0,0.0,0
121000,0.0,0.0,0.0,0.0,0
122100,0.0,0.0,0.0,0.0,0
122211,0.0,0.0,0.0,0.0,0
122212,0.0,0.0,0.0,0.0,0
122213,0.0,0.0,0.0,0.0,0
122214,0.0,0.0,0.0,0.0,0
122215,0.0,0.0,0.0,0.0,0
122216,0.0,0.0,0.0,0.0,0
122217,0.0,0.0,0.0,0.0,0
122218,0.0,0.0,0.0,0.0,0
122219,0.0,0.0,0.0,0.0,0
122220,0.0,0.0,0.0,0.0,0
122230,0.0,0.0,0.0,0.0,0
122240,0.0,0.0,0.0,0.0,0
122250,0.0,0.0,0.0,0.0,0
122260,0.0,0.0,0.0,0.0,0
122270,0.0,0.0,0.0,0.0,0
122281,0.0,0.0,0.0,0.0,0
122282,0.0,0.0,0.0,0.0,0
122283,0.0,0.0,0.0,0.0,0
122284,0.0,0.0,0.0,0.0,0
122285,0.0,0.0,0.0,0.0,0
122286,0.0,0.0,0.0,0.0,0
122287,0.0,0.0,0.0,0.0,0
122288,0.0,0.0,0.0,0.0,0
122289,0.0,0.0,0.0,0.0,0
122290,0.0,0.0,0.0,0.0,0
122310,0.0,0.0,0.0,0.0,0
122321,0.0,0.0,0.0,0.0,0
122322,0.0,0.0,0.0,0.0,0
122323,0.0,0.0,0.0,0.0,0
122324,0.0,0.0,0.0,0.0,0
122325,0.0,0.0,0.0,0.0,0
122326,0.0,0.0,0.0,0.0,0
122327,0.0,0.0,0.0,0.0,0
122328,0.0,0.0,0.0,0.0,0
122329,0.0,0.0,0.0,0.0,0
122330,0.0,0.0,0.0,0.0,0
122340,0.0,0.0,0.0,0.0,0
122350,0.0,0.0,0.0,0.0,0
122360,0.0,0.0,0.0,0.0,0
122371,0.0,0.0,0.0,0.0,0
122372,0.0,0.0,0.0,0.0,0
122373,0.0,0.0,0.0,0.0,0
122374,0.0,0.0,0.0,0.0,0
122375,0.0,0.0,0.0,0.0,0
122376,0.0,0.0,0.0,0.0,0
122377,0.0,0.0,0.0,0.0,0
122378,0.0,0.0,0.0,0.0,0
122379,0.0,0.0,0.0,0.0,0
122380,0.0,0.0,0.0,0.0,0
122390,0.0,0.0,0.0,0.0,0
122410,0.0,0.0,0.0,0.0,0
122421,0.0,0.0,0.0,0.0,0
122422,0.0,0.0,0.0,0.0,0
122423,0.0,0.0,0.0,0.0,0
122424,0.0,0.0,0.0,0.0,0
122425,0.0,0.0,0.0,0.0,0
122426,0.0,0.0,0.0,0.0,0
122427,0.0,0.0,0.0,0.0,0
122428,0.0,0.0,0.0,0.0,0
122429,0.0,0.0,0.0,0.0,0
122430,0.0,0.0,0.0,0.0,0
122440,0.0,0.0,0.0,0.0,0
122450,0.0,0.0,0.0,0.0,0
122460,0.0,0.0,0.0,0.0,0
122470,0.0,0.0,0.0,0.0,0
122480,0.0,0.0,0.0,0.0,0
122491,0.0,0.0,0.0,0.0,0
122492,0.0,0.0,0.0,0.0,0
122493,0.0,0.0,0.0,0.0,0
122494,0.0,0.0,0.0,0.0,0
122495,0.0,0.0,0.0,0.0,0
122496,0.0,0.0,0.0,0.0,0
122497,0.0,0.0,0.0,0.0,0
122498,0.0,0.0,0.0,0.0,0
122499,0.0,0.0,0.0,0.0,0
122500,0.0,0.0,0.0,0.0,0
122611,0.0,0.0,0.0,0.0,0
122612,0.0,0.0,0.0,0.0,0
122613,0.0,0.0,0.0,0.0,0
122614,0.0,0.0,0.0,0.0,0
122615,0.0,0.0,0.0,0.0,0
122616,0.0,0.0,0.0,0.0,0
122617,0.0,0.0,0.0,0.0,0
122618,0.0,0.0,0.0,0.0,0
122619,0.0,0.0,0.0,0.0,0
122620,0.0,0.0,0.0,0.0,0
122630,0.0,0.0,0.0,0.0,0
122640,0.0,0.0,0.0,0.0,0
122650,0.0,0.0,0.0,0.0,0
122660,0.0,0.0,0.0,0.0,0
122670,0.0,0.0,0.0,0.0,0
122680,0.0,0.0,0.0,0.0,0
122690,0.0,0.0,0.0,0.0,0
122710,0.0,0.0,0.0,0.0,0
122721,0.0,0.0,0.0,0.0,0
122722,0.0,0.0,0.0,0.0,0
122723,0.0,0.0,0.0,0.0,0
122724,0.0,0.0,0.0,0.0,0
122725,0.0,0.0,0.0,0.0,0
122726,0.0,0.0,0.0,0.0,0
122727,0.0,0.0,0.0,0.0,0
122728,0.0,0.0,0.0,0.0,0
122729,0.0,0.0,0.0,0.0,0
122730,0.0,0.0,0.0,0.0,0
122740,0.0,0.0,0.0,0.0,0
122750,0.0,0.0,0.0,0.0,0
122760,0.0,0.0,0.0,0.0,0
122770,0.0,0.0,0.0,0.0,0
122781,0.0,0.0,0.0,0.0,0
122782,0.0,0.0,0.0,0.0,0
122783,0.0,0.0,0.0,0.0,0
122784,0.0,0.0,0.0,0.0,0
122785,0.0,0.0,0.0,0.0,0
122786,0.0,0.0,0.0,0.0,0
122787,0.0,0.0,0.0,0.0,0
122788,0.0,0.0,0.0,0.0,0
122789,0.0,0.0,0.0,0.0,0
122790,0.0,0.0,0.0,0.0,0
122810,0.0,0.0,0.0,0.0,0
122820,0.0,0.0,0.0,0.0,0
122830,0.0,0.0,0.0,0.0,0
122841,0.0,0.0,0.0,0.0,0
122842,0.0,0.0,0.0,0.0,0
122843,0.0,0.0,0.0,0.0,0
122844,0.0,0.0,0.0,0.0,0
122845,0.0,0.0,0.0,0.0,0
122846,0.0,0.0,0.0,0.0,0
122847,0.0,0.0,0.0,0.0,0
122848,0.0,0.0,0.0,0.0,0
122849,0.0,0.0,0.0,0.0,0
122851,0.0,0.0,0.0,0.0,0
122852,0.0,0.0,0.0,0.0,0
122853,0.0,0.0,0.0,0.0,0
122854,0.0,0.0,0.0,0.0,0
122855,0.0,0.0,0.0,0.0,0
122856,0.0,0.0,0.0,0.0,0
122857,0.0,0.0,0.0,0.0,0
122858,0.0,0.0,0.0,0.0,0
122859,0.0,0.0,0.0,0.0,0
122860,0.0,0.0,0.0,0.0,0
122870,0.0,0.0,0.0,0.0,0
122880,0.0,0.0,0.0,0.0,0
122890,0.0,0.0,0.0,0.0,0
122911,0.0,0.0,0.0,0.0,0
122912,0.0,0.0,0.0,0.0,0
122913,0.0,0.0,0.0,0.0,0
122914,0.0,0.0,0.0,0.0,0
122915,0.0,0.0,0.0,0.0,0
122916,0.0,0.0,0.0,0.0,0
122917,0.0,0.0,0.0,0.0,0
122918,0.0,0.0,0.0,0.0,0
122919,0.0,0.0,0.0,0.0,0
122921,0.0,0.0,0.0,0.0,0
122922,0.0,0.0,0.0,0.0,0
122923,0.0,0.0,0.0,0.0,0
122924,0.0,0.0,0.0,0.0,0
122925,0.0,0.0,0.0,0.0,0
122926,0.0,0.0,0.0,0.0,0
122927,0.0,0.0,0.0,0.0,0
122928,0.0,0.0,0.0,0.0,0
122929,0.0,0.0,0.0,0.0,0
122930,0.0,0.0,0.0,0.0,0
122941,0.0,0.0,0.0,0.0,0
122942,0.0,0.0,0.0,0.0,0
122943,0.0,0.0,0.0,0.0,0
122944,0.0,0.0,0.0,0.0,0
122945,0.0,0.0,0.0,0.0,0
122946,0.0,0.0,0.0,0.0,0
122947,0.0,0.0,0.0,0.0,0
122948,0.0,0.0,0.0,0.0,0
122949,0.0,0.0,0.0,0.0,0
122950,0.0,0.0,0.0,0.0,0
122961,0.0,0.0,0.0,0.0,0
122962,0.0,0.0,0.0,0.0,0
122963,0.0,0.0,0.0,0.0,0
122964,0.0,0.0,0.0,0.0,0
122965,0.0,0.0,0.0,0.0,0
122966,0.0,0.0,0.0,0.0,0
122967,0.0,0.0,0.0,0.0,0
122968,0.0,0.0,0.0,0.0,0
122969,0.0,0.0,0.0,0.0,0
122970,0.0,0.0,0.0,0.0,0
122981,0.0,0.0,0.0,0.0,0
122982,0.0,0.0,0.0,0.0,0
122983,0.0,0.0,0.0,0.0,0
122984,0.0,0.0,0.0,0.0,0
122985,0.0,0.0,0.0,0.0,0
122986,0.0,0.0,0.0,0.0,0
122987,0.0,0.0,0.0,0.0,0
122988,0.0,0.0,0.0,0.0,0
122989,0.0,0.0,0.0,0.0,0
122990,0.0,0.0,0.0,0.0,0
123010,0.0,0.0,0.0,0.0,0
123021,0.0,0.0,0.0,0.0,0
123022,0.0,0.0,0.0,0.0,0
123023,0.0,0.0,0.0,0.0,0
123024,0.0,0.0,0.0,0.0,0
123025,0.0,0.0,0.0,0.0,0
123026,0.0,0.0,0.0,0.0,0
123027,0.0,0.0,0.0,0.0,0
123028,0.0,0.0,0.0,0.0,0
123029,0.0,0.0,0.0,0.0,0
123030,0.0,0.0,0.0,0.0,0
123040,0.0,0.0,0.0,0.0,0
123050,0.0,0.0,0.0,0.0,0
123061,0.0,0.0,0.0,0.0,0
123062,0.0,0.0,0.0,0.0,0
123063,0.0,0.0,0.0,0.0,0
123064,0.0,0.0,0.0,0.0,0
123065,0.0,0.0,0.0,0.0,0
123066,0.0,0.0,0.0,0.0,0
123067,0.0,0.0,0.0,0.0,0
123068,0.0,0.0,0.0,0.0,0
123069,0.0,0.0,0.0,0.0,0
123070,0.0,0.0,0.0,0.0,0
123080,0.0,0.0,0.0,0.0,0
123090,0.0,0.0,0.0,0.0,0
124100,0.0,0.0,0.0,0.0,0
124200,0.0,0.0,0.0,0.0,0
124201,0.0,0.0,0.0,0.0,0
